counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver
196,19:29:54,715.6,107.4,4.07E-04,17.26,17.26,17.26
199,19:29:56,715.6,142.4,3.98E-04,17.26,17.27,17.26
200,19:29:57,715.6,105.2,4.17E-04,17.25,17.27,17.26
203,19:29:58,715.6,122.4,4.07E-04,17.25,17.28,17.26
207,19:30:01,715.6,85.4,4.17E-04,17.26,17.28,17.26
208,19:30:02,715.6,109.4,4.17E-04,17.25,17.26,17.25
211,19:30:04,715.6,116,4.17E-04,17.25,17.25,17.25
213,19:30:05,715.6,91.4,4.07E-04,17.25,17.28,17.25
214,19:30:06,715.6,111.6,3.98E-04,17.27,17.28,17.27
216,19:30:07,715.6,101.8,4.27E-04,17.24,17.27,17.25
217,19:30:08,715.6,102.2,4.27E-04,17.24,17.24,17.24
220,19:30:10,715.6,114.8,4.27E-04,17.24,17.25,17.24
221,19:30:11,715.6,92,4.17E-04,17.24,17.24,17.24
223,19:30:12,715.6,119.6,4.07E-04,17.24,17.27,17.25
224,19:30:13,715.6,102,4.07E-04,17.26,17.27,17.26
227,19:30:15,715.6,115,4.07E-04,17.26,17.27,17.26
228,19:30:16,715.6,117,4.17E-04,17.24,17.27,17.26
231,19:30:18,715.6,142.9,4.17E-04,17.24,17.25,17.24
233,19:30:20,715.6,107.5,4.07E-04,17.25,17.26,17.25
240,19:30:24,715.6,109.8,4.07E-04,17.24,17.27,17.25
241,19:30:25,715.6,94.2,4.07E-04,17.25,17.27,17.26
242,19:30:26,715.6,115.6,4.17E-04,17.25,17.25,17.25
245,19:30:28,715.6,98.6,4.07E-04,17.25,17.26,17.25
247,19:30:29,715.6,116.4,4.17E-04,17.24,17.26,17.25
249,19:30:30,715.6,131,4.37E-04,17.22,17.24,17.22
253,19:30:33,715.6,118,4.07E-04,17.23,17.27,17.25
254,19:30:34,715.6,129.4,4.07E-04,17.27,17.27,17.27
257,19:30:36,715.6,135.6,4.17E-04,17.25,17.27,17.26
259,19:30:37,715.6,109.4,3.98E-04,17.27,17.28,17.27
260,19:30:38,715.6,126.6,4.07E-04,17.27,17.28,17.27
263,19:30:40,715.6,110.8,4.07E-04,17.27,17.28,17.27
268,19:30:43,715.6,116.2,3.89E-04,17.27,17.29,17.28
270,19:30:44,715.6,134.8,4.07E-04,17.27,17.28,17.27
273,19:30:46,715.6,116.6,3.98E-04,17.27,17.29,17.28
274,19:30:47,715.6,122.8,4.07E-04,17.26,17.28,17.27
277,19:30:49,715.6,107.1,3.98E-04,17.26,17.27,17.26
279,19:30:50,715.6,105.2,4.07E-04,17.27,17.27,17.27
281,19:30:51,715.6,98.2,4.07E-04,17.25,17.28,17.26
285,19:30:54,715.6,104,4.07E-04,17.25,17.28,17.25
286,19:30:55,715.6,101.2,3.98E-04,17.28,17.28,17.28
288,19:30:56,715.6,99.6,3.98E-04,17.28,17.29,17.28
289,19:30:57,715.6,151,3.98E-04,17.28,17.29,17.28
290,19:30:58,715.6,94.8,4.07E-04,17.26,17.28,17.27
291,19:30:59,715.6,135.4,4.17E-04,17.26,17.27,17.26
294,19:31:01,715.6,114.8,3.89E-04,17.27,17.3,17.28
298,19:31:03,715.6,112.2,3.98E-04,17.27,17.29,17.27
299,19:31:04,715.6,105.8,3.98E-04,17.28,17.28,17.28
302,19:31:06,715.6,138,3.89E-04,17.28,17.3,17.28
306,19:31:08,715.6,114.6,3.89E-04,17.26,17.29,17.27
307,19:31:09,715.6,113.6,3.89E-04,17.29,17.29,17.29
310,19:31:11,715.6,123,3.98E-04,17.28,17.29,17.28
311,19:31:12,715.6,102.8,3.98E-04,17.28,17.29,17.28
314,19:31:14,715.6,113.4,3.98E-04,17.27,17.28,17.27
318,19:31:16,715.6,120.6,4.17E-04,17.25,17.27,17.25
319,19:31:18,715.6,114.6,4.07E-04,17.26,17.27,17.26
320,19:31:19,715.6,169.8,4.07E-04,17.25,17.25,17.25
321,19:31:20,715.6,118.8,4.17E-04,17.23,17.25,17.24
322,19:31:22,715.6,154.6,4.17E-04,17.25,17.25,17.25
329,19:31:26,715.6,146.5,4.27E-04,17.22,17.25,17.23
330,19:31:27,715.6,111,4.27E-04,17.22,17.24,17.22
334,19:31:29,715.6,118,4.27E-04,17.22,17.24,17.23
335,19:31:30,715.6,123.4,4.37E-04,17.22,17.24,17.22
337,19:31:31,106.8,106.8,4.17E-04,17.24,17.25,17.24
338,19:31:32,715.6,143.8,4.17E-04,17.24,17.24,17.24
339,19:31:33,715.6,107.4,4.27E-04,17.23,17.24,17.23
340,19:31:34,715.6,116.4,4.27E-04,17.23,17.25,17.23
343,19:31:36,715.6,116.7,4.17E-04,17.25,17.25,17.25
346,19:31:38,715.6,112.8,4.27E-04,17.25,17.26,17.25
347,19:31:39,715.6,94.8,4.27E-04,17.23,17.26,17.24
357,19:31:44,715.6,115.6,4.27E-04,17.23,17.28,17.25
361,19:31:47,715.6,125,4.17E-04,17.24,17.27,17.25
362,19:31:48,715.6,113.6,4.17E-04,17.24,17.25,17.24
365,19:31:49,715.6,116.8,4.17E-04,17.24,17.25,17.24
369,19:31:52,76.4,76.4,4.17E-04,17.24,17.24,17.24
370,19:31:53,715.6,122.2,4.27E-04,17.23,17.24,17.23
373,19:31:55,715.6,89,4.17E-04,17.23,17.25,17.24
375,19:31:56,715.6,108.8,4.17E-04,17.24,17.25,17.24
377,19:31:57,715.6,128.6,4.27E-04,17.24,17.24,17.24
381,19:32:00,715.6,106.2,4.07E-04,17.24,17.27,17.25
382,19:32:01,715.6,105.6,4.07E-04,17.26,17.27,17.26
385,19:32:03,715.6,111.5,4.27E-04,17.24,17.26,17.24
387,19:32:04,715.6,109.4,4.17E-04,17.24,17.26,17.24
388,19:32:05,715.6,111.2,4.17E-04,17.25,17.26,17.25
390,19:32:06,715.6,140.4,4.07E-04,17.25,17.25,17.25
391,19:32:07,715.6,118.4,4.07E-04,17.25,17.25,17.25
394,19:32:09,715.6,142,4.17E-04,17.24,17.26,17.24
395,19:32:10,715.6,117.4,4.07E-04,17.25,17.26,17.25
398,19:32:12,715.6,159.8,4.27E-04,17.23,17.25,17.23
402,19:32:14,715.6,120.2,4.17E-04,17.24,17.25,17.24
403,19:32:15,715.6,113,4.17E-04,17.24,17.26,17.24
405,19:32:16,715.6,120.6,4.17E-04,17.25,17.26,17.25
406,19:32:17,715.6,136.4,4.17E-04,17.24,17.24,17.24
407,19:32:19,715.6,97.8,4.27E-04,17.24,17.24,17.24
408,19:32:20,715.6,126.8,4.27E-04,17.22,17.24,17.23
410,19:32:23,715.6,115.2,4.17E-04,17.22,17.25,17.23
416,19:32:26,715.6,119.6,4.27E-04,17.24,17.25,17.24
417,19:32:27,715.6,100,4.27E-04,17.24,17.25,17.24
418,19:32:28,715.6,119.6,4.07E-04,17.25,17.26,17.25
421,19:32:30,715.6,124.5,4.27E-04,17.23,17.26,17.24
425,19:32:32,715.6,117.4,4.07E-04,17.23,17.26,17.23
426,19:32:34,715.6,110.8,4.07E-04,17.26,17.27,17.26
427,19:32:35,715.6,123.7,4.27E-04,17.24,17.27,17.24
429,19:32:37,715.6,139.4,4.07E-04,17.24,17.27,17.24
430,19:32:38,715.6,112.4,4.17E-04,17.25,17.25,17.25
433,19:32:40,715.6,98,4.17E-04,17.24,17.25,17.24
434,19:32:41,715.6,121.2,4.27E-04,17.24,17.24,17.24
439,19:32:44,715.6,114.8,4.27E-04,17.23,17.25,17.23
440,19:32:45,715.6,119.8,4.27E-04,17.23,17.24,17.23
441,19:32:46,715.6,115.4,4.07E-04,17.24,17.25,17.24
444,19:32:48,715.6,97,4.17E-04,17.24,17.25,17.24
446,19:32:49,715.6,121.6,4.27E-04,17.23,17.24,17.23
448,19:32:50,715.6,121.8,4.17E-04,17.23,17.24,17.23
449,19:32:51,715.6,123.4,4.17E-04,17.24,17.25,17.24
452,19:32:53,715.6,114.2,4.27E-04,17.22,17.25,17.24
453,19:32:54,715.6,128.6,4.27E-04,17.22,17.23,17.22
455,19:32:55,715.6,119,4.17E-04,17.23,17.25,17.24
456,19:32:56,715.6,125,4.17E-04,17.23,17.25,17.23
459,19:32:58,715.6,129.2,4.37E-04,17.2,17.23,17.21
460,19:32:59,715.6,120.4,4.47E-04,17.2,17.2,17.2
463,19:33:01,715.6,123.2,4.27E-04,17.2,17.23,17.22
464,19:33:02,715.6,128.2,4.27E-04,17.22,17.23,17.22
467,19:33:03,715.6,124,4.27E-04,17.22,17.23,17.22
471,19:33:06,715.6,127.2,4.37E-04,17.21,17.23,17.22
472,19:33:07,715.6,118.8,4.27E-04,17.21,17.23,17.21
474,19:33:08,715.6,114,4.27E-04,17.22,17.23,17.22
475,19:33:09,715.6,122,4.27E-04,17.22,17.22,17.22
478,19:33:11,715.6,110.6,4.27E-04,17.22,17.22,17.22
479,19:33:12,715.6,117.4,4.37E-04,17.21,17.22,17.21
481,19:33:13,715.6,126.8,4.37E-04,17.21,17.22,17.21
484,19:33:15,715.6,122.6,4.27E-04,17.22,17.23,17.22
485,19:33:16,715.6,115,4.37E-04,17.21,17.23,17.22
487,19:33:17,715.6,117.4,4.27E-04,17.21,17.24,17.22
488,19:33:18,715.6,100.4,4.27E-04,17.23,17.24,17.23
489,19:33:19,715.6,112.2,4.27E-04,17.23,17.23,17.23
490,19:33:20,715.6,139.6,4.27E-04,17.23,17.23,17.23
491,19:33:21,715.6,111.2,4.47E-04,17.21,17.23,17.21
498,19:33:25,715.6,112.8,4.37E-04,17.2,17.23,17.21
499,19:33:26,715.6,132,4.37E-04,17.2,17.21,17.2
500,19:33:27,715.6,126.4,4.37E-04,17.21,17.22,17.21
503,19:33:29,715.6,130.2,4.37E-04,17.21,17.22,17.21
504,19:33:30,715.6,118,4.47E-04,17.2,17.21,17.2
507,19:33:32,715.6,131.8,4.27E-04,17.2,17.22,17.21
509,19:33:33,715.6,126,4.27E-04,17.22,17.23,17.22
510,19:33:34,715.6,126.6,4.37E-04,17.21,17.23,17.22
513,19:33:36,715.6,106.5,4.27E-04,17.21,17.23,17.21
515,19:33:37,715.6,111.2,4.27E-04,17.23,17.24,17.23
516,19:33:38,715.6,100.8,4.17E-04,17.24,17.24,17.24
519,19:33:40,715.6,139.3,4.37E-04,17.22,17.24,17.22
524,19:33:43,715.6,149.7,4.27E-04,17.22,17.24,17.23
526,19:33:44,715.6,117.8,4.37E-04,17.21,17.23,17.22
529,19:33:46,715.6,129.2,4.27E-04,17.21,17.23,17.22
530,19:33:47,715.6,100.8,4.17E-04,17.23,17.24,17.23
533,19:33:49,715.6,115.8,4.37E-04,17.21,17.24,17.22
534,19:33:50,715.6,95.2,4.27E-04,17.22,17.24,17.22
536,19:33:51,715.6,136.8,4.27E-04,17.24,17.24,17.24
537,19:33:52,715.6,89.6,4.27E-04,17.21,17.24,17.22
540,19:33:54,715.6,111.2,4.37E-04,17.21,17.22,17.21
542,19:33:55,715.6,119.8,4.27E-04,17.21,17.23,17.21
544,19:33:56,715.6,126,4.27E-04,17.23,17.25,17.24
546,19:33:58,715.6,105.4,4.37E-04,17.21,17.22,17.21
547,19:33:59,715.6,123.4,4.27E-04,17.21,17.24,17.21
550,19:34:00,715.6,124.8,4.17E-04,17.24,17.24,17.24
554,19:34:03,715.6,118.4,4.27E-04,17.23,17.25,17.23
555,19:34:04,715.6,96.6,4.27E-04,17.23,17.23,17.23
558,19:34:06,715.6,100.7,4.27E-04,17.22,17.23,17.22
560,19:34:07,715.6,107,4.37E-04,17.21,17.22,17.21
562,19:34:08,715.6,110.2,4.07E-04,17.21,17.22,17.21
566,19:34:11,167,167,4.27E-04,17.24,17.24,17.24
567,19:34:12,715.6,129.4,4.17E-04,17.23,17.24,17.23
569,19:34:13,715.6,119,4.17E-04,17.23,17.23,17.23
570,19:34:14,715.6,116.4,4.17E-04,17.23,17.25,17.24
573,19:34:16,715.6,128.6,4.07E-04,17.25,17.26,17.25
574,19:34:17,715.6,110,4.17E-04,17.24,17.26,17.25
577,19:34:19,715.6,131.6,4.07E-04,17.24,17.26,17.25
578,19:34:20,715.6,108.4,4.17E-04,17.24,17.26,17.25
580,19:34:21,715.6,110.6,4.17E-04,17.24,17.24,17.24
586,19:34:25,715.6,128.4,4.27E-04,17.22,17.24,17.22
588,19:34:26,715.6,126.6,4.27E-04,17.22,17.23,17.22
591,19:34:28,715.6,93.7,4.17E-04,17.23,17.24,17.23
592,19:34:29,715.6,110.8,4.27E-04,17.23,17.24,17.23
594,19:34:30,715.6,149.2,4.27E-04,17.23,17.25,17.24
595,19:34:31,715.6,116.2,4.27E-04,17.23,17.25,17.23
598,19:34:33,715.6,104,4.07E-04,17.23,17.25,17.23
599,19:34:34,715.6,126.6,4.27E-04,17.22,17.25,17.24
602,19:34:36,715.6,116.6,4.27E-04,17.22,17.22,17.22
606,19:34:38,715.6,108,4.47E-04,17.21,17.24,17.23
607,19:34:39,715.6,102.2,4.47E-04,17.21,17.21,17.21
617,19:34:45,715.6,101.7,4.37E-04,17.22,17.23,17.22
621,19:34:47,715.6,116.6,4.17E-04,17.23,17.25,17.24
622,19:34:48,715.6,117.8,4.27E-04,17.22,17.24,17.23
625,19:34:50,715.6,104.9,4.27E-04,17.23,17.23,17.23
629,19:34:52,715.6,104.4,4.27E-04,17.22,17.23,17.22
630,19:34:53,715.6,128.6,4.27E-04,17.21,17.22,17.21
632,19:34:54,715.6,127,4.37E-04,17.21,17.22,17.21
634,19:34:56,715.6,107.4,4.27E-04,17.22,17.22,17.22
636,19:34:57,715.6,110.4,4.47E-04,17.2,17.22,17.2
637,19:34:58,715.6,102.2,4.47E-04,17.2,17.21,17.2
640,19:35:00,715.6,109.8,4.27E-04,17.21,17.23,17.22
641,19:35:01,715.6,116,4.37E-04,17.2,17.22,17.21
644,19:35:03,715.6,114.5,4.47E-04,17.18,17.2,17.19
648,19:35:05,715.6,105.4,4.27E-04,17.18,17.23,17.2
649,19:35:06,715.6,105,4.17E-04,17.23,17.24,17.23
652,19:35:08,177.8,121.4,4.37E-04,17.22,17.22,17.22
653,19:35:09,715.6,107.4,4.17E-04,17.22,17.25,17.22
655,19:35:10,59.6,59.6,4.17E-04,17.25,17.25,17.25
656,19:35:11,715.6,114.8,4.17E-04,17.23,17.25,17.23
659,19:35:13,715.6,122.6,4.17E-04,17.23,17.26,17.23
660,19:35:14,715.6,138.8,4.17E-04,17.25,17.26,17.25
663,19:35:16,715.6,136.2,4.27E-04,17.23,17.24,17.23
666,19:35:18,715.6,116.4,4.17E-04,17.23,17.25,17.23
667,19:35:19,715.6,131.4,4.17E-04,17.25,17.25,17.25
669,19:35:22,715.6,90.5,4.27E-04,17.22,17.25,17.24
670,19:35:23,715.6,107,4.07E-04,17.25,17.26,17.25
674,19:35:25,171.2,171.2,4.27E-04,17.22,17.26,17.24
675,19:35:26,715.6,121.8,4.27E-04,17.22,17.24,17.22
676,19:35:27,715.6,111.2,4.17E-04,17.24,17.24,17.24
678,19:35:28,715.6,122.2,4.17E-04,17.23,17.24,17.23
679,19:35:29,715.6,100.2,4.17E-04,17.23,17.26,17.24
682,19:35:31,715.6,151,4.27E-04,17.22,17.26,17.23
683,19:35:32,715.6,89.8,4.37E-04,17.22,17.22,17.22
686,19:35:34,715.6,129.4,4.27E-04,17.22,17.22,17.22
690,19:35:36,715.6,115,4.37E-04,17.21,17.22,17.21
691,19:35:37,715.6,97,4.37E-04,17.21,17.22,17.21
692,19:35:38,715.6,109.2,4.27E-04,17.22,17.23,17.22
695,19:35:40,715.6,95.8,4.47E-04,17.21,17.23,17.21
702,19:35:44,715.6,117.2,4.47E-04,17.19,17.23,17.2
706,19:35:46,715.6,117.2,4.37E-04,17.19,17.21,17.2
707,19:35:47,715.6,89.4,4.37E-04,17.21,17.22,17.21
709,19:35:48,715.6,104,4.37E-04,17.22,17.22,17.22
711,19:35:50,715.6,102,4.37E-04,17.22,17.22,17.22
713,19:35:51,715.6,133.6,4.37E-04,17.22,17.22,17.22
714,19:35:52,715.6,91.4,4.37E-04,17.2,17.22,17.2
717,19:35:54,715.6,121.4,4.37E-04,17.2,17.22,17.2
718,19:35:55,715.6,104.4,4.37E-04,17.21,17.22,17.21
721,19:35:57,715.6,119.4,4.37E-04,17.2,17.21,17.2
725,19:35:59,715.6,129,4.37E-04,17.2,17.22,17.21
726,19:36:00,715.6,124.4,4.37E-04,17.2,17.22,17.21
728,19:36:01,715.6,122.2,4.37E-04,17.2,17.2,17.2
729,19:36:02,715.6,142.8,4.37E-04,17.21,17.21,17.21
730,19:36:03,715.6,101.2,4.47E-04,17.2,17.21,17.2
732,19:36:04,118.2,118.2,4.37E-04,17.22,17.22,17.22
736,19:36:07,715.6,122.4,4.37E-04,17.21,17.21,17.21
737,19:36:08,715.6,126.2,4.37E-04,17.21,17.21,17.21
740,19:36:10,715.6,130.5,4.37E-04,17.21,17.22,17.21
744,19:36:12,715.6,115.2,4.27E-04,17.22,17.23,17.22
745,19:36:13,715.6,116.2,4.27E-04,17.22,17.23,17.22
748,19:36:15,715.6,105,4.37E-04,17.22,17.22,17.22
749,19:36:16,715.6,101.8,4.37E-04,17.2,17.22,17.21
752,19:36:18,715.6,122.2,4.27E-04,17.2,17.23,17.2
754,19:36:20,715.6,79.6,4.27E-04,17.22,17.23,17.22
756,19:36:21,715.6,91.8,4.37E-04,17.21,17.22,17.21
758,19:36:22,715.6,148,4.37E-04,17.21,17.21,17.21
759,19:36:23,715.6,96.8,4.37E-04,17.21,17.22,17.21
762,19:36:25,715.6,118.2,4.27E-04,17.22,17.22,17.22
764,19:36:27,715.6,132.8,4.17E-04,17.22,17.25,17.23
768,19:36:29,53.6,53.6,4.17E-04,17.23,17.23,17.23
769,19:36:30,715.6,117,4.37E-04,17.21,17.23,17.22
771,19:36:31,715.6,112.2,4.17E-04,17.21,17.23,17.22
776,19:36:34,715.6,118.8,4.17E-04,17.25,17.26,17.25
779,19:36:36,715.6,114.4,4.27E-04,17.22,17.23,17.22
781,19:36:38,715.6,116.6,4.27E-04,17.22,17.23,17.22
782,19:36:40,715.6,143.4,4.37E-04,17.21,17.22,17.21
792,19:36:45,715.6,111.2,4.37E-04,17.21,17.24,17.21
794,19:36:47,715.6,106.2,4.37E-04,17.21,17.22,17.21
796,19:36:48,180.4,180.4,4.37E-04,17.21,17.22,17.21
797,19:36:49,715.6,128,4.37E-04,17.21,17.22,17.21
800,19:36:51,715.6,104,4.37E-04,17.22,17.22,17.22
801,19:36:52,715.6,97.8,4.27E-04,17.22,17.22,17.22
803,19:36:53,715.6,117.4,4.37E-04,17.2,17.22,17.2
804,19:36:54,715.6,121.2,4.37E-04,17.2,17.22,17.21
807,19:36:56,715.6,97,4.17E-04,17.22,17.25,17.23
808,19:36:57,715.6,110,4.37E-04,17.2,17.24,17.22
811,19:36:59,715.6,110.8,4.17E-04,17.2,17.24,17.23
815,19:37:01,715.6,126.4,4.17E-04,17.23,17.24,17.23
816,19:37:02,715.6,146.2,4.17E-04,17.23,17.24,17.23
819,19:37:04,715.6,117.9,4.27E-04,17.21,17.24,17.23
820,19:37:05,715.6,99.8,4.17E-04,17.24,17.24,17.24
823,19:37:07,715.6,125,4.37E-04,17.22,17.24,17.22
827,19:37:09,715.6,119.8,4.27E-04,17.22,17.23,17.22
828,19:37:10,715.6,109.6,4.37E-04,17.21,17.22,17.21
831,19:37:12,715.6,102.3,4.37E-04,17.2,17.21,17.2
835,19:37:14,715.6,115.6,4.27E-04,17.2,17.22,17.2
836,19:37:15,715.6,147.8,4.37E-04,17.19,17.22,17.2
839,19:37:17,715.6,109.8,4.27E-04,17.19,17.22,17.21
840,19:37:18,715.6,121.6,4.27E-04,17.22,17.24,17.23
841,19:37:20,715.6,105,4.27E-04,17.22,17.24,17.22
842,19:37:23,715.6,112.8,4.27E-04,17.22,17.24,17.22
848,19:37:26,715.6,100.6,4.27E-04,17.22,17.23,17.22
849,19:37:27,715.6,124,4.27E-04,17.22,17.24,17.22
850,19:37:28,715.6,118.4,4.17E-04,17.24,17.25,17.24
853,19:37:30,715.6,99.1,4.37E-04,17.22,17.25,17.22
855,19:37:31,715.6,121.2,4.27E-04,17.22,17.24,17.22
857,19:37:32,715.6,104.8,4.37E-04,17.2,17.24,17.21
861,19:37:35,715.6,108.4,4.37E-04,17.2,17.23,17.2
862,19:37:36,715.6,121.6,4.27E-04,17.23,17.24,17.23
863,19:37:38,715.6,112.4,4.07E-04,17.25,17.25,17.25
865,19:37:40,715.6,119.4,4.27E-04,17.21,17.25,17.22
866,19:37:41,715.6,81.4,4.27E-04,17.21,17.24,17.22
870,19:37:43,715.6,134.6,4.27E-04,17.23,17.24,17.23
876,19:37:47,715.6,98.6,4.17E-04,17.23,17.25,17.24
880,19:37:49,715.6,116.6,4.27E-04,17.23,17.25,17.24
881,19:37:50,715.6,103.8,4.27E-04,17.23,17.23,17.23
884,19:37:52,715.6,106.5,4.27E-04,17.23,17.25,17.23
885,19:37:53,715.6,105.8,4.27E-04,17.23,17.23,17.23
888,19:37:55,130,130,4.17E-04,17.23,17.24,17.23
892,19:37:57,715.6,111.6,4.17E-04,17.24,17.24,17.24
893,19:37:58,715.6,125.2,4.27E-04,17.23,17.24,17.23
895,19:37:59,715.6,102.8,4.27E-04,17.23,17.23,17.23
896,19:38:01,715.6,113,4.27E-04,17.23,17.23,17.23
897,19:38:02,50.6,50.6,4.27E-04,17.23,17.23,17.23
898,19:38:03,715.6,136.6,4.27E-04,17.23,17.23,17.23
901,19:38:05,715.6,114.6,4.37E-04,17.21,17.23,17.21
903,19:38:06,715.6,101.8,4.37E-04,17.21,17.22,17.21
905,19:38:07,715.6,124.4,4.37E-04,17.21,17.22,17.21
